LG	window	start	end	count	countHigh	countLow	Max	Min	PropHigh	PropLow	quantile_bin	index
215	199	19900057	19995886	218	0	171	-0.89542	-4.72409	0	0.784403669724771	4	13190
215	200	20000636	20098351	227	0	161	-1.24359	-4.92679	0	0.709251101321586	5	13191
216	10	1000106	1098871	191	0	136	-0.462028	-4.09247	0	0.712041884816754	3	13619
216	93	9300221	9399895	200	0	138	-1.09555	-4.15142	0	0.69	4	13702
216	94	9400155	9499854	313	0	221	0.696037	-4.23042	0	0.706070287539936	8	13703
216	95	9500257	9599645	474	0	407	-0.933315	-3.7057	0	0.858649789029536	10	13704
216	97	9702191	9799942	239	0	115	-0.521995	-3.21796	0	0.481171548117155	5	13706
216	100	10000191	10099467	346	0	346	-2.2283	-5.94527	0	1	8	13709
216	102	10200826	10298854	148	0	66	0.599787	-3.03293	0	0.445945945945946	2	13711
216	286	28600270	28698748	267	0	138	0.489595	-3.60805	0	0.51685393258427	7	13894
217	202	20213659	20298728	324	0	307	-1.5358	-5.00015	0	0.947530864197531	6	14184
217	203	20307760	20399850	350	0	293	-0.744812	-4.28722	0	0.837142857142857	7	14185
217	272	27200007	27298963	277	0	189	-0.975053	-3.79208	0	0.68231046931408	5	14254
217	308	30800878	30899707	606	0	347	-0.26167	-4.01825	0	0.572607260726073	10	14290
217	507	50705638	50797358	181	0	109	0.461152	-3.91922	0	0.602209944751381	2	14488
218	313	31300083	31397396	473	0	219	0.697895	-4.15066	0	0.463002114164905	9	14814
218	375	37503443	37599851	332	1	297	2.20673	-6.59556	0.00301204819277108	0.894578313253012	7	14876
218	392	39200012	39299943	273	0	169	-0.288354	-4.96561	0	0.619047619047619	5	14893
219	58	5800458	5891089	36	0	22	-1.27784	-2.646	0	0.611111111111111	1	15081
219	143	14303288	14399973	321	0	188	-0.714323	-3.46309	0	0.585669781931464	8	15165
219	208	20800328	20894266	141	0	126	-1.81136	-3.75108	0	0.893617021276596	4	15228
219	209	20900963	20998204	99	0	80	-0.725527	-3.87765	0	0.808080808080808	3	15229
219	274	27400006	27499716	222	0	117	-0.253249	-3.204	0	0.527027027027027	6	15289
220	103	10301420	10394842	335	0	182	0.325767	-4.36656	0	0.543283582089552	7	15477
220	225	22500674	22598587	131	0	58	0.648238	-4.2107	0	0.442748091603053	2	15599
220	259	25900137	25999849	264	0	113	0.304559	-3.30996	0	0.428030303030303	5	15633
220	321	32100049	32199892	359	0	188	1.27913	-3.92863	0	0.523676880222841	8	15695
220	483	48300046	48399641	393	0	186	-0.653546	-3.37947	0	0.473282442748092	9	15856
220	650	65000014	65099592	412	0	303	0.629826	-4.48287	0	0.735436893203884	9	16022
221	70	7001295	7068094	516	0	382	-0.0783212	-3.2421	0	0.74031007751938	10	16103
221	357	35701301	35799914	376	0	171	0.279838	-3.39515	0	0.454787234042553	9	16389
221	405	40501431	40599926	669	0	482	-0.500537	-5.2627	0	0.720478325859492	10	16437
221	484	48400128	48483916	476	0	241	0.939531	-4.1751	0	0.506302521008403	10	16516
222	177	17701679	17799582	189	0	127	-0.699564	-3.76719	0	0.671957671957672	4	16748
222	304	30400443	30499345	468	0	219	0.113729	-3.75859	0	0.467948717948718	10	16875
222	327	32700431	32799899	341	0	206	-0.624263	-3.67165	0	0.604105571847507	8	16898
222	330	33000629	33099771	165	0	78	-0.211448	-3.81399	0	0.472727272727273	3	16901
222	331	33100007	33198884	153	0	86	0.217051	-3.22758	0	0.562091503267974	2	16902
224	23	2338336	2395689	195	0	172	-0.164328	-4.28022	0	0.882051282051282	3	17128
224	253	25300128	25399411	219	0	131	1.02809	-4.08609	0	0.598173515981735	4	17355
225	16	1600043	1699820	180	0	76	1.62723	-3.38042	0	0.422222222222222	2	17547
225	68	6803306	6899987	513	0	250	0.186901	-2.81704	0	0.487329434697856	10	17599
225	165	16501033	16583093	339	0	159	-0.175905	-3.36163	0	0.469026548672566	7	17696
225	167	16700240	16799555	87	0	60	-0.257161	-3.6955	0	0.689655172413793	1	17698
225	324	32400208	32499819	473	0	247	0.159024	-4.19974	0	0.522198731501057	9	17854
226	143	14328365	14398777	48	0	37	-1.09509	-3.12978	0	0.770833333333333	1	18129
226	278	27800182	27899408	204	0	150	0.240361	-4.46747	0	0.735294117647059	5	18264
226	307	30700285	30799575	225	0	141	0.164084	-4.81067	0	0.626666666666667	6	18280
226	308	30800304	30899852	351	0	335	-1.39585	-4.77785	0	0.954415954415954	9	18281
226	317	31702927	31799969	281	0	152	0.104666	-4.6253	0	0.540925266903915	7	18290
227	8	800002	899956	831	0	634	-0.641588	-4.02979	0	0.762936221419976	10	18408
227	9	900006	995394	405	0	238	1.62796	-4.71728	0	0.587654320987654	8	18409
227	114	11400383	11499704	309	0	153	-0.741722	-3.18153	0	0.495145631067961	6	18514
227	309	30900030	30965789	196	0	78	-0.703237	-3.18085	0	0.397959183673469	2	18709
227	419	41936708	41995855	47	0	28	-1.30296	-3.02221	0	0.595744680851064	1	18819
229	45	4500884	4575758	140	0	102	0.0937055	-4.39265	0	0.728571428571429	7	19228
230	23	2300081	2398815	391	0	220	-0.656681	-4.66521	0	0.562659846547315	7	19270
231	33	3301132	3399960	431	0	225	1.2857	-3.92659	0	0.522041763341067	9	19477
231	332	33200017	33294097	144	0	97	-1.08939	-3.49935	0	0.673611111111111	3	19775
231	333	33300679	33399788	117	0	84	-1.07301	-3.0396	0	0.717948717948718	1	19776
231	334	33401811	33497960	124	0	78	-0.597889	-3.34901	0	0.629032258064516	2	19777
231	335	33500060	33598337	163	0	163	-2.19354	-4.16796	0	1	3	19778
231	336	33601203	33699913	140	0	129	-1.30396	-3.7839	0	0.921428571428571	2	19779
231	337	33701363	33799093	150	0	99	-0.545843	-3.65638	0	0.66	3	19780
231	338	33800446	33893302	146	0	99	-0.926511	-4.43018	0	0.678082191780822	3	19781
231	348	34800631	34899673	141	0	60	-1.14056	-2.57214	0	0.425531914893617	2	19791
231	349	34900154	34999501	131	0	64	-0.53446	-2.82705	0	0.488549618320611	2	19792
231	358	35800443	35898047	94	0	60	-0.146178	-3.65482	0	0.638297872340426	1	19801
