LG	window	start	end	count	countHigh	countLow	Max	Min	PropHigh	PropLow	quantile_bin	index
218	216	21601323	21699985	390	0	317	-0.101123	-4.72201	0	0.812820512820513	8	14717
218	362	36201133	36268735	123	0	116	-0.66594	-4.64316	0	0.943089430894309	1	14863
218	375	37503443	37599851	332	0	200	0.725714	-3.54123	0	0.602409638554217	7	14876
219	60	6045047	6099848	126	0	117	-1.43196	-3.25961	0	0.928571428571429	3	15083
219	61	6100220	6199873	352	0	225	-0.672819	-3.59387	0	0.639204545454545	9	15084
219	135	13500527	13599735	172	0	101	-1.10791	-3.07664	0	0.587209302325581	5	15157
219	136	13600829	13699865	241	0	162	-1.00025	-3.61163	0	0.672199170124481	6	15158
219	137	13700023	13756681	306	0	288	-0.648202	-4.68651	0	0.941176470588235	8	15159
219	143	14303288	14399973	321	0	216	-0.533241	-3.23659	0	0.672897196261682	8	15165
219	153	15306101	15399900	285	0	188	0.285444	-4.85628	0	0.659649122807018	8	15174
219	155	15508172	15599997	92	0	86	-1.36859	-5.35462	0	0.934782608695652	3	15176
220	10	1001382	1080921	109	0	98	-0.944154	-4.53298	0	0.89908256880734	1	15385
220	520	52002022	52099723	231	0	188	-0.864126	-4.20725	0	0.813852813852814	4	15893
220	529	52900137	52999686	261	0	163	-1.28319	-4.05463	0	0.624521072796935	5	15902
220	530	53000476	53099562	346	0	316	-1.43278	-3.59901	0	0.913294797687861	8	15903
220	532	53202342	53299319	277	0	203	-0.365057	-3.85047	0	0.732851985559567	6	15905
220	535	53500987	53599706	265	0	174	-0.258481	-3.11494	0	0.656603773584906	5	15908
220	536	53600045	53699727	340	0	329	-1.11126	-3.61262	0	0.967647058823529	7	15909
220	537	53700100	53798035	222	0	179	-0.0132105	-4.28606	0	0.806306306306306	4	15910
221	89	8900026	8998935	290	0	160	0.100792	-3.68152	0	0.551724137931034	7	16121
221	277	27701101	27799952	205	0	149	-1.23291	-3.74322	0	0.726829268292683	5	16309
221	405	40501431	40599926	669	0	490	0.297459	-5.33731	0	0.732436472346786	10	16437
222	132	13200024	13299454	332	0	249	0.248959	-4.53131	0	0.75	8	16703
222	170	17000071	17095819	283	29	190	2.799	-3.32649	0.102473498233216	0.671378091872792	7	16741
222	177	17701679	17799582	189	0	150	-1.30423	-3.67481	0	0.793650793650794	4	16748
222	197	19700057	19796209	132	0	124	-0.706543	-5.18838	0	0.93939393939394	2	16768
223	37	3700279	3795735	32	0	25	-0.948698	-3.84047	0	0.78125	4	17076
224	10	1010644	1098826	143	0	132	-1.29531	-4.17656	0	0.923076923076923	1	17115
224	11	1100058	1194123	172	0	171	-1.99285	-3.96821	0	0.994186046511628	2	17116
224	12	1202520	1299783	203	0	202	-1.98452	-4.83939	0	0.995073891625616	3	17117
224	56	5604784	5699274	357	0	248	1.38692	-3.62895	0	0.694677871148459	8	17161
224	98	9801859	9893694	167	0	152	-0.749943	-4.65656	0	0.910179640718563	2	17203
224	390	39001641	39099969	409	0	407	-1.76102	-4.26596	0	0.995110024449878	9	17492
224	391	39100164	39199220	468	0	350	-1.10598	-4.1322	0	0.747863247863248	10	17493
224	392	39202086	39299982	455	0	304	-1.19464	-3.22226	0	0.668131868131868	10	17494
224	393	39301213	39399971	544	0	437	-0.777839	-3.30319	0	0.803308823529412	10	17495
225	416	41600026	41699985	409	0	281	0.928175	-4.65624	0	0.687041564792176	8	17946
225	418	41801087	41899951	705	0	664	-1.58466	-4.81761	0	0.941843971631206	10	17948
225	420	42000725	42099970	588	0	532	-1.38116	-3.57852	0	0.904761904761905	10	17950
225	421	42100008	42199369	672	0	595	-0.803732	-4.32005	0	0.885416666666667	10	17951
225	422	42200429	42299564	510	0	452	-1.17771	-6.26759	0	0.886274509803922	9	17952
226	8	800053	897744	111	0	104	-1.57604	-4.15542	0	0.936936936936937	2	17994
226	9	903009	999531	96	0	82	0.692185	-4.57505	0	0.854166666666667	2	17995
226	143	14328365	14398777	48	0	42	-1.04873	-3.71109	0	0.875	1	18129
226	280	28000353	28033143	43	0	42	-1.8904	-4.98033	0	0.976744186046512	1	18266
226	305	30500709	30598477	435	0	262	-0.543333	-4.19213	0	0.602298850574713	10	18278
227	306	30602410	30699996	355	0	245	1.586	-4.07817	0	0.690140845070423	7	18706
227	355	35504236	35598516	200	0	157	-0.177825	-4.39259	0	0.785	3	18755
227	419	41936708	41995855	47	0	46	-1.78152	-5.75467	0	0.978723404255319	1	18819
227	420	42000028	42096390	38	0	37	-1.93595	-3.74701	0	0.973684210526316	1	18820
227	421	42102102	42149121	27	0	27	-2.26679	-3.60204	0	1	1	18821
228	335	33500078	33599996	860	0	860	-2.11298	-5.08265	0	1	10	19159
229	34	3400075	3499983	137	0	100	-0.67439	-3.75297	0	0.72992700729927	7	19218
230	44	4402764	4499809	113	0	98	-0.31429	-3.23115	0	0.867256637168142	1	19290
230	173	17300187	17399956	483	0	419	-1.4776	-4.86878	0	0.867494824016563	9	19412
231	333	33300679	33399788	117	0	110	-1.76327	-3.82509	0	0.94017094017094	1	19776
231	335	33500060	33598337	163	0	139	-1.56101	-3.45956	0	0.852760736196319	3	19778
231	338	33800446	33893302	146	0	128	-0.949102	-4.8219	0	0.876712328767123	3	19781
231	339	33908213	33998647	143	0	119	-0.215373	-3.68459	0	0.832167832167832	3	19782
231	347	34700261	34798335	116	0	98	-1.23461	-3.4612	0	0.844827586206897	1	19790
231	348	34800631	34899673	141	0	128	-1.65122	-3.74211	0	0.907801418439716	2	19791
231	349	34900154	34999501	131	0	109	-1.10519	-4.97962	0	0.83206106870229	2	19792
231	353	35302427	35398091	96	0	95	-1.79277	-2.9919	0	0.989583333333333	1	19796
231	355	35500493	35598159	95	0	86	-1.26515	-4.08679	0	0.905263157894737	1	19798
